story,maslow
Martin and julie are husband and wife. Julie got pregnant and was happy. Julie gave birth to a baby named harry.,1
"Stephanie got sick so she went to her doctor. The doctor told her she was just exhausted and needed to rest. After she rested, Stephanie felt so much better and was able to laugh with her friends the next day.",0
"There was a train that suddenly derailed and many people were injured. The local news reported on the story and spread information about the accident to the community. The man, sam, learned via the news that his good friend was seriously injured.",1
Emily sat at home all day eating junk food. The doctor told them to stop their bad habits and start dancing. Emily followed his advice and is now a successful ballerina.,2
"I broke my leg in a car accident on the road. She is resting on her bed in the room, but her heart is sad because she was a ballerina about to perform.",0
Vimal learned piano from the childhood and plays very well. He then participated in various competitions and function that held overseas. Due to his skills he outshined everyone and earned lot of public support and fans who cheered him when he returned from overseas,1
John and his mother were in a bad car accident. The police arrived at the accident and immediately called for an ambulance. John was hurt badly in the accident and transported to the hospital where he later died from his injuries.,0
Raul was a lazy boy who had no plans after high school. He was drafted into the the army and sent overseas He came back as a war hero to an appreciative country,2
A mother took her son for a drive in her new car. She got a text message from her boss while driving and read it. She wasn't paying attention to the road because she was texting and got into a car accident.,0
A train went to the sea with Billy for the first time. The train broke down and Billy thought he would never get to the sea. The train started again and Billy was happy to see the sea for the first time!,2
The rent was due at the end of the week. Instead of working jon played games. John is now homeless.,2
Mary invited her friends for dinner to celebrate her birthday party. The food served in the party is very spicy. All the guests ended up in the hospital with stomach infections.,1
"Zacharie loved football and was a real champion. He took the subway into town to join the local soccer team. Instead, he met a homeless man and gave him enough money to go to a hotel room and some food.",2
"Connor has no friends and spends his days alone playing video games. He meets a beautiful woman at the grocery store. A year later, she is pregnant and he is about to be a father!",1
A man named Jon is very tired of his daily construction work. Jon decides to book a flight to the west for his vacation. Jon was on vacation in the great outdoors and found new strength and inspiration in his life.,2
Jenni was having problems with her pregnancy. The doctor said there was a chance the baby would have a birth defect. The baby was born normal and is now very cheery.,0
Sam got frustrated due to the workload Sam got in to fight with colleague Sam admitted to hospital due to the fight,0
"A man dreamed of leading a simple farming life. He wanted a wife so he could have a family with him on the farm. After waiting a long time, he finally found a good woman.",1
A pregnant woman started feeling a bit sick. The woman went to the doctor to see why she was hurting. The woman went back home to tell her husband that she was having a miscarriage.,0
Tony is a gambler. He lost lot of money in gambling. Finally he was begging in the street.,2
John was a brilliant boy but always played without studying his subjects When exam was near he studied till late nights with out taking food properly John fell ill at exam time and felt very sad.,0
Jack says to alley that he love to have children's in their house to play. Alley gets pregnant as per jacks wish. The doctor says the good news to jack that alley gave birth to twins.,1
"A car wasn't paying attention while driving because he just lost his job. The man was telling the lady that he was very sorry that he had hit her car and the reason why he lost his job The lady offered him a job, and now he is no longer unemployed.",2
Melissa and her family are moving so she says goodbye to her best friend johnathan. Years later melissa flies back to her home town to visit her friend who she has not seen in a long time. Melissa asks around town about her friend johnathan but finds out he died and was buried just 2 days before she came to visit.,1
A boy and girl are love each other After 7 year a boy gets the job and there is no change to meet her Then the boy starts crying.,1
Francisco was tired of just painting all the places he wanted to visit. One day Francisco got a great inheritance from his uncle. Now Francisco can travel the world and visit all the places he has painted.,2
Lucas was a struggling young man working a low income construction job. One day he decided to go back to school in order to learn a new skill. It paid off and now he is a senior accountant making a six figure salary annually.,2
Elsa wanted to be a dancer more than anything but her mother told her she would never make it and so elsa stayed in bed a lot feeling depressed. One day elsa went to a fortune teller who told her that if she took a chance she would be able to do what she loved. Elsa went after her dream and became a famous dancer.,1
"Anna was enjoying donuts as a snack between meals. Her neighbor, janet, was passing by and saw her eating donuts through the window. Anna decided to gift janet with some donuts of her own when she went to go grocery shopping again.",1
"The teacher explained the theory Students didn't attend the class, so the teacher threw them out of class",2
Mary returning from school and she felt hungry Mary's mother present a gift for her good marks in all subjects. As another surprise her mother kept mary's favourite chocolate cake on the table and mary ate it. happily.,1
"Jane is in need of big amount of money for his business. She started dreaming as she thought dreams come true. In the end, she made her dream come true and became a millionaire.",2
"The honorable person was addressing the public through speaker. The military person was guarding them and providing security. Suddenly to protect the honorable person , the military person gets injured and gets admitted into the hospital.",0
Peter works as an accountant in a private firm. He is a diligent employee and works long hours. Peter loses his job and feels depressed.,1
Steve has served as a soldier in afghanistan for five years. Steve finally had the opportunity to return home where he was given a hero's welcome. Unfortunately at steve's welcome home party he got hit in the head with a bottle and had to go to the hospital.,0
"Robert cheated while playing cards with his friend. One of robert's friends caught him cheating and made a public announcement about it. Robert found himself all alone, no one wanted to play with him anymore.",1
"Richard's father taught Richard that money is necessary to live, but money should not control us. Richard lives a wealthy life and, according to his policies, became famous by donating large sums of money to charitable trusts. .",2
"Johnny hurried home from school every day. He was a brilliant video game player and needed to practice for a big tournament. Johnny was delighted to win 1st prize of $5,000 at the national video game championships.",2
John like to play soccer John had fight while playing John has been admitted to hospital due to the fight,0
The girl always uses mobile phone At sometime she has become mobile sick and got more addicted to it She is now admitted in hospital due to bad mental problems.,0
Brian is a young boy who grew up in the American Midwest. Brian becomes a professional singer. Brian makes millions of dollars by becoming famous.,2
Danny went to a party where there was a huge buffet of food. Danny sat down and ate donuts and other sweets all night. Danny got really sick and they had to pump his stomach and keep him overnight at the hospital.,0
Lucas was a struggling young man with a low-income construction job. One day he decided to go back to school to learn a new skill. He paid off and now he is a chief accountant with a salary of 6 digits per year.,2
Amanda was about to perform in her first ballet performance. During a preshow check out the doctor told her that she had cancer. Amanda had to check into the hospital and miss the ballet.,0
Rossi went to meet his boyfriend with a gift After met his boyfriend rossi was happy After some says they had a fight so rossi went sad after that time.,1
"Gregory, the scientist, went on a hike one day. When Gregory reached the top of a mountain, he saw a huge lightning bolt. Gregory was inspired by the lightning strike and wrote a scientific paper that was innovative in his field.",2
"Dr. thompson delivered the news that jane had been waiting for -- she was finally pregnant at age 40 -- but jane's age meant an increased chance of problems with the birth or the baby. Jane anxiously counted down the months until the baby was due; she was so nervous, she could hardly enjoy her own baby shower. Jane didn't have to worry though, because she gave birth to a healthy, happy baby boy who made jane's life complete.",0
Brad turned off his television because the picture wasn't great. Brad tried his best to fix his TV with tools. Brad realized that he could have a good time playing the piano instead.,2
"Billy got really sick and no one could figure out what was wrong with him so he had to be taken to the hospital where he spent a few unnerving nights. After they ran many tests, the doctor came in to tell him that he would be fine and can go home tomorrow morning. After he got the good news, he was able to go home and play in his teams next soccer match while scorring a brace.",0
"Mary decided to treat herself and have a delicious donut. Her so called friend sally laughed at mary for eating a donut. she said ""someone as fat as you probably shouldn't be eating like this."" After mary got home, she looked at herself in the mirror and cried on the inside. maybe she really is fat.",1
"Michael used to be a lazy person all day, lying at home and eating constantly. Because Michael didn't exercise at all and ate unhealthy food, he was eventually hospitalized. Michael decided he would go out and play football when he was getting more exercise and he is healthy now.",2
Emily sat at home all day eating junk food. Her doctor told her to stop her bad habit and dance. Emily followed his advice and is now a successful ballerina.,2
The train was taking Billy to the beach for the first time. The train broke down and Billy thought he wouldn't be able to go to sea. The train started again and Billy was delighted to see the sea for the first time!,2
Terry serves in the military and has to fight in a war for over 6 years. Terry takes a job as a construction worker on his return but struggles with his mental health. Terry does not get the help needed and ends up leaving his job and living homeless on the street.,1
"Greg loved the beach and decided to go on a wonderful trip to see the sea. Greg packed his car and started driving to the beach. Another driver turned on a red light and crashed into the side of Greg's car, ruining the trip.",2
"Vanessa woke up both nervous and excited for her dance performance. As she prepared for her long day and performance, her tension started to diminish and she began to focus on what she mastered through practicing. Her dance performance was masterful as the crowd and judges all applauded to her delight.",2
"Timothy loved playing soccer because it made him forget about his childhood disease. During another struggle with his disease, timothy had to be hospitalized. Unfortunately, timothy and the doctors could no longer fight against the disease and he died at the age of twelve.",0
Rick was a chronic gambler who figured out he could make a lot of money quick if he employed a technique to cheat. Rick went to the casino and won all night by cheating. The casino had cameras and the police came to arrest rick.,0
"Little tommy had very big dreams of one day becoming president, and being loved by all the people. He went to school every day, studied hard, and kept dreaming of one day achieving his dream. Tommy got very sick, was hospitalized, and was unsure he would ever be able to finish his education.",2
The family discusses dinner party plans as it's the parent's anniversary. The father drove the child to the restaurant while the mother has just left from work. The mother unfortunately died in a car accident and never made it to the restaurant.,1
"Vanessa was nervous and excited about her dance performance. As she prepares for a long day and gig, her tensions begin to relax and she begins to focus on what she has mastered through practice. Her dance performance was superb as both the audience and the judges applauded her joy.",2
"After 3 weeks in the hospital mary was finally healthy enough to go home tomorrow evening. To celebrate, mary's mom prepared a huge dinner and invited all of mary's friends. Shortly before she was scheduled to be released, mary's doctor said he had bad news about her most recent test results. mary would need to stay in the hospital for at least another week.",1
Sam leg is broken in a street fight Sam was hospitalized and informed that he can't walk with his own anymore. Sam became a soccer player due to his strong will power.,0
Jennie's birthday was tomorrow. she'd invited all her classmates to a party. The table was ready with cake and other goodies. No one showed up to jennie's party and she was heartbroken.,1
One day lisa proposed to tom. And tom also proposed lisa in front of friends at stage. Finally tom and lisa are happy.,1
"Yuvan plans a world tour by plane Yuvan studied well and got good grades and a good job. Finally, Yuvan boarded the plane and happily went on a world tour.",2
"John, a famous singer, got a very good name in society. One night his function finished, he went to the hotel and eat food. While he returning home in his car, he met an accident.",0
Henry was a very dedicated employee and always impressed his bosses. He did his job so well that the White House invited him to speak at a banquet. He became so famous that he was the enemy of that year's Christmas parade.,2
A boy participated in the singing competition He won and got the gift So he is very happy,1
"Mike had a crush on missy, but he was too scared to tell her. One day, he decided he was going to be brave. even if she said she did not like him back, at least he will know that he tried. he pulled her and aside and whispered in her ear, i like you. Missy turned around, a huge smile on her face. she liked him too and now they could be together. she threw her arms around mike and wrapped him in a big hug.",1
"Gregory the scientist went on a hike one day. As gregory reached the top of a mountain, he saw a huge flash of lightning. Gregory was inspired by the lightning strike and wrote a scientific paper that was innovative in his field.",2
"Sam and teena were bestfriends from two years, one fine day sam proposed teena. Teena accepted the proposal, and the relationship between them is well and good. Because of misunderstanding, the relationship was broken and they were separated.",1
"Grandma edith was taking her usual walk when suddenly she collapsed. Edith's granddaughter julie was approached by her older cousin jim at recess.....they went to the same school, and her cousin told julie that edith was in the hospital and gave her a big hug. Edith died the next morning, and julie when she was told the news she had to focus on flowers and ferns in order to not cry and make a huge scene.",1
Susan had just come home from a long and stressful day at work. Her husband reminded her that it was their wedding anniversary. Susan was surprised by the wonderful gift her husband had bought for her.,1
"Mr. Brown was nearing retirement age and looked forward to spending his golden years comfortably. To supplement his retirement income, Mr. Brown invested his savings in a fund that promised high returns. However, the fund turned out to be a scam and mr. Brown lost his savings and home, leaving him homeless and broke.",0
"The scientist Gregory went hiking one day. When Gregory reached the top of the mountain, he saw a huge lightning bolt. Gregory was inspired by his lightning bolt to write innovative scientific papers in his field.",2
"There was a car accident on the road, and she broke her leg. She is rest the bed in the room but it is sad of the mind Because she was a ballerina about to perform.",0
Jack and rose are husband and wife. They got married and rose got pregnant. She delivered a baby and they are happy.,1
A family was really hungry and wanted to get food. They got food but got bad food. One of them got really bad food poisoning and had to go to the hospital.,0
Sue was a pregnant woman who was worried because her last two pregnancies ended in miscarriage. Sue's doctor prescribed her some newly developed medicine and assured her things would be well now. Sue gave birth to a healthy baby.,0
George was very lonely. His friend beth flew in from out of town. George wouldn't be lonely anymore.,1
Roy likes to play soccer Roy got injured while playing soccer and admitted to hospital Roy got recovered from all his injuries and went for jogging,0
"Melissa Jones is lucky because she can eat any sweet snack she wants and she never puts on weight. Her brother Robert is not so lucky and has to pay close attention to his candy intake, which is not easy for him as he is a very sweet tooth and likes to eat snacks. Your parents decide to help the family eat more nutritious foods by giving them plenty of fresh fruit to enjoy, which they do thoroughly.",0
"Had all the money he ever wanted. One day he got diagnosed with cancer. After hospital bills, he lost all his money and was forced to beg on the street",0
Sam spent the day at school. Sam left school and headed home. When he got there his mother was waiting with a present because it was his birthday.,1
Frank is a workaholic and always thinking about his career Frank met with an accident while he is driving and talking with the client on the phone Frank is hospitalized and end up as a disabled man.,0
The was a girl named ann that loved a boy. But the boy got real sick one day. Now ann just leaves flowers at the boy's grave.,1
Sofy went for shopping and brought some food items After reaching home she ate some of the food without knowing that they are stale After some time she started vomiting and was taken to hospital,0
Anna watched a lot of football matches when she was pregnant. Her messy son was interested in football. Messi has become a world-famous celebrity athlete.,2
Steve had a shocking four years in the military. He had ptsd. Steve's friend took him to hear the story of the speaker chasing your dreams. Steve remembered his childhood dream of playing the piano. He took his classes and realized that he had an innate talent. Now he has found peace by teaching piano to disadvantaged children.,2
Chris was looking forward to playing soccer after school. At school a bully picked a fight with chris. Chris was injured and had to spend the night in a hospital.,0
"Diana and her father went out for the week end picnic in there new car. Diana ask her father to drive the car fast for excitement, they met with the accident. Diana father died on that accident and diana did not forget that incident throughout her life.",1
Mary trying to propose mike. But mike love another girl. At end of the day she started crying.,1
John likes to be fit so he daily goes to workout by a jog. John went to play with his school friends. While playing football john slipped in the ground and he was admitted in the hospital.,0
Lisa was always alone. she spent her days watching tv and eating donuts. Lisa went out to get more donuts and she got into a car accident. Lisa ran into mike's car and as they talked they realized they had a lot in common. now they are boyfriend and girlfriend.,0
"Mary went to a tarot reader and she told her about her future. Mary laughed and did not believe that she had misfortune coming her way soon. The next day, mary was struck by lightening and in the hospital for a month.",0
"Katie wanted to get out of school so she could go fly a kite with her friend john. Katie was flying a kite, waiting for john to show up. John never showed up katie found out he was sick in the hsopital.",1
Mark was sick of his construction job because it wasn't rewarding enough. Mark went and signed up for the military and served three tours of duty. Mark returned to his hometown where he was given a parade in his honor for his service.,2
"The boy admitted in a hospital He become a army man after being cured. He retires from the military, receives a pension, and watches tv on the weekends.",0
Jerry has always been overweight and always embarrassed about his weight. Jerry eventually decided to take his health seriously and began exercising regularly and controlling his eating habits. Jerry dreamed of being in the army and was finally able to qualify after getting his health in order.,0
Bobby has been in the hospital for a week and misses his best friend susie. Dr. smith gave bobby the good news that he's well and gets to go home. Bobby is very happy to finally see susie again.,1
"On the way to the beach, Mary goes the wrong way and gets lost. Her path climbs to some of the most beautiful beaches she has ever seen.",2
"Austin has always had a talent for horses and was adventurous. He said one day when he was going jogging, a man came up to him and asked if he wanted to be a journalist. Austin eventually accepted his offer and became a reporter for a national news channel.",2
Bob and his son was in a car which is hit by another car and they starts arguing whose at fault A cop came to compromise them and arrest the other person whose at fault Bob and his son left that place happily,0
Monisha completed her dance class for the feast in her house The feast was kept ready for her Unfortunetly the car she came met with an accident,0
"Benjamin told olivia that he was going to have to leave for six months for work. The day he left they said there goodbyes with the hope of reuniting after his work was complete. The six month training for work had come to an end and benjamin was reunited with his love, olivia.",1
"Bob is serving in the army overseas on a long tour After 18 months, bob gets to fly home Bob is honroed by his town which features him in a parade.",1
"As an ordinary boy, jack decides to become a person of good value and to help the soceity and he promises to become so in front of a mirror. He studies hard day and night for years to fulfill his dream. Finally, he became a cardiologist and started fulfilling his goal of helping the society.",2
"Jackson's dad joined in a army He doesn't play with his dad on the weekends and always watches tv. After a long time, his dad returned and went on a picnic with his family after a long time.",1
"Bob was always fat, stressed, ate junk food, and often ate two or more donuts. Bob often works long hours in a stressful job and travels frequently, but has little time for leisure. Bob finally went on a long vacation to a Caribbean island he had always wanted to visit.",2
They spent the day at the theme park and started on their way home. A car ran a stop sign and slammed right into them. He survived the accident but would have to spend the next 6 months in the hospital. no more trips to the theme park this year.,0
"Brandon enlisted in Afghanistan to go abroad, even though he was really scared. On his way to enlistment, Brandon instead got into a car accident and missed the chance to join the military. Now Brandon can follow his dream of becoming a stand-up cartoonist instead of going to war.",2
"Bob was alway sbust and stress he ate junk food, often having two or more donuts. Bob often wokred long hours on a high stress job results in often being on the go but having little time for leisure. Bob finally took a long needed vacation going to a caribbean island that he always wanted to visit.",2
Sam and his son michael took an airplane flight to colorado to go on vacation. They drove to a state park to enjoy the scenery. They hiked to the top of the ridge and felt overjoyed with the beautiful view.,2
"The aisha is very sad for inside but she is outside enjoying. She has a cat allergy, but her friends keep telling her to adopt a cat. The aisha is very angry at the people she is mad for everyone.",1
The man watched the news that announced stay at home orders to keep safe from the pandemic. The man ignored the order and went out to a rally. The man ended up getting really sick and ended up in the hospital with serious complications.,0
John and lily were in a happy relationship. Tom made up lies about john and said it to lily which she believed. Now lily ended up sad and alone regretting her decision.,1
Mark was bored because the construction job wasn't rewarding enough. Mark went to the army and served on three circuits. Mark returned to his hometown and staged a parade to pay tribute to his service.,2
"John was very fond of food and she took food out at a roadside restaurant. The next day he became too sedentary and went to the doctor. When he saw his health, he was hospitalized, which saddened his parents",0
Messi is great food ball player. One day because of over speed in car he lost his right leg in accident. Messi life was changed and he couldn't able to play food ball ever.,0
"Steve worked hard as an accountant. One day, his company filled for bankruptcy and had to let him go. He couldn't find another job and ended up becoming homeless.",0
A child afraid in one man shadow This problem followed by teenage And finally he call police,0
"Melissa jones is lucky because she can eat all the sweet snacks she wants and never gain weight. Her brother, robert, is not so lucky and has to watch his sweet intake very carefully, which is not easy for him since he has quite a sweet tooth and enjoys snacks very much. Their parents decide to help the family eat more nutritious foods by giving them lots of fresh fruit to enjoy, which they thoroughly do.",0
Jim mustered up enough courage and proposed to sarah on the stage. Sarah burst out laughing and mocked him. Jim was ashamed and now has a phobia of approaching people.,1
The president was basking in the glory of his supporters. His motorcade was rammed by another car. One of his military guard assassinated him during all of the commotion.,0
A thief trying to stole the things from a shop. He got an accident by driving his car fast from the shop. He got to hospitalized due to accident in a car because of steeling things.,0
"Mark was once a very healthy person and avid runner. One day he became severely ill and had to be admitted to the hospital. Sadly, his doctor told him he was terminally ill from an incurable disease.",0
Josh was upset with his job opportunities. Josh worked very hard on a project and gave a presentation on how it helped the business. Josh's boss was very pleased and decided to promote him on the spot.,0
"Andrew enjoyed his breakfast before work. On his way to work, andrew was in a car accident. Andrew was late for work and his boss was angry.",0
The teacher's teaching of graphics for the exam was confusing. Joe studied for the exam all night. Joe found out the next day and passed the exam.,2
Joanne and Jamie were teenagers with big ambitions to make a lot of money in a short period of time. They started a business selling mdma to fellow high school students. They were caught by the teacher and expelled from school.,2
Emma and tom were studying together and emma had a secret crush on tom. Emma's friend told her about tom's affair with jenna. Emma saw both in the park together and her heart broke after that incident.,1
Cara becomes youngest model and she is very talented. she wants to have a family so she married at 25. After she got married she wants to have a baby but she was so sad because of her body transformation and weight But those worries went away when she saw her baby's smile and she has a happy family that she wants.,1
Tom worked hard on the farm and planted seeds. There was a storm in the night that flooded the whole farm. Tom was really sad that he lost all his crops.,1
The boy was very sick. so he is admitted in the hospital He watching a tv in a holiday After a long time he met his friend,1
Scott worked long hours on his job and felt burned out. Scott decided to get on a plane and take a vacation. Scott went to the beach and enjoyed himself in tropical paradise for a week,0
"John was a great musician in the city. He met a beautiful girl, and loved her One day, she woke up and ran away from him",1
A man named Jon is very tired of his daily construction work. Jon decides to book a flight to the West for his vacation. Jon has been on vacation in the great outdoors and has found renewed vigor and inspiration in his life.,2
"San felt very hungry after continuously taking online classes. He thought of going to the nearby pizzeria, but it was raining heavily. But to San's surprise, his mother prepared a delicious treat for him.",0
"On the way to the beach, Mary makes a wrong turn and gets lost. The wrong turn takes her through the woods, but Mary stays on the road. The road climbs up to the most beautiful part of the beach that she has ever seen.",2
Xavier was out of shape. He tried to get his body in better shape. He became more athletic.,1
He is treated. He has finally recovered and trained. He has fulfilled his dream of traveling.,2
"Jimmy liked to eat lots of sweets, like donuts and cupcakes. Jimmy ate so many sweets that he gained a lot of weight. At his next appointment, the doctor told jimmy that he has high blood sugar and could become very sick.",0
Bill is tired of coming into the office and working for his terrible boss. Bill took several online courses and studied hard to become a contractor. He opened his own construction company after receiving a license bill.,2
"After a series of bad events, susan was feeling alone and lost in life. Her friend cathy surprised susan one day with an expected gift. It was just a gag gift, a jack-in-the-box, but susan thought it was hilarious, saw cathy as a good friend, and felt better overall.",1
There was an accident between two cars. The police came to investigate. One of the victims ended up in the hospital.,0
Sammi left a very smelly pile of poop near his owners and his dad was very angry. Sammi's mom thought it was hilarious and scolded sammi's dad for yelling at the sammi. Sammi got a very gourmet dinner as an apology from his dad.,1
"Philip is fond of singing and his dream is to become a great singer. He worked hard, practiced daily and started singing. Philip became very famous as his celebrity grew and people shower love and affection where ever he goes.",2
Tony is a famous singer and he loves jesse from past two years. One day tony proposed jesse but she went quietly. After few days later jesse accepted tony proposal and he was so happy.,1
A man gets a distressing call from his mom. She has just stolen a lot of money from a bank They move to a non extradition country and live a happy wealthy life.,0
"Jim had homework to do after school. Instead, he played video games for hours and never finished his studies. When his mother found out about this, she yelled angrily at him.",2
A man is working in military He left his family and went alone to his job His daughter was worried and cried,1
"The boy very happily move his life He went to desert for his holiday He was tired of the heat, but he was happy to cross the desert on a camel, his longtime dream.",1
"It was finally the day to go. i checked in on my phone. I was a bit nervous when plane was taking off. I got to boston where my boyfriend was awaiting, and i was so glad to see him.",1
Maria thought she wanted to decorate herself. She went to her bedroom and put on her makeup. The girls in the village teased that Maria's makeup was ugly.,2
"Timmy was going through some traumatic experiences in his life. Timmy went to bed one night and had a nightmare that he can't stop thinking about. Timmy was so traumatized, that he cried in a restaurant.",0
"Anna felt really confused and scared when she realized she didn't know which road to take to get home. So she decided to trust her own senses and went on her way blindly. However, the night came and she had to make her homeless that night.",0
"Jane needs a lot of money for her business. She began to dream, thinking that her dream would come true. Eventually she made her dream come true and became a millionaire.",2
"Bella was old and tired. she was sad because she did not have family who lived nearby. Renata moved in next door to bella. bella found out that her new neighbor renata was pregnant. A beautiful baby boy named seth was born, and renata invited bella over. bella and seth became good friends, and bella thought of seth as her own grandson. she no longer felt alone.",1
A man riding on a camel in a desert He want to forming a plants in this garden The old age he living his life happily,1
"At one time claire jamison had been on the most famous models in the entire world. Claire had more money than she ever dreamed of because of her high paying assignments as a model. Over time, claire found herself without money, fame, or a future.",1
"Harry doesn't go to work, he just sits down and eats at a young age. He spends his money worry-free. A middle-aged man sheds tears because he can't save money at a young age.",2
Brad turned off the TV because the pictures weren't very good. Brad did his best to fix the TV with the tools. Brad realized that he could have a good time playing the piano instead.,2
Jackie and her siblings wanted food to eat. Jackie went out and got a good job. She made lots of money and bought food for her family to eat.,0
Jimmy joined the army and was very proud to serve his country. Jimmy was in a battle and after the battle was diagnosed with post traumatic stress syndrome. Years of ptsd caused jimmy to be un hirable and he became a homeless beggar in the streets.,0
Today is his holiday and he is happy. Because his baby drinks milk well today and is quiet. He put the baby to sleep and enjoyed relaxing at home with his wife.,1
"Tommy is an angry boy who fights with other boys and always causes problems. However, he discovered football when he was in 6th grade and devotes his energy and aggression to organized team work. After graduating from high school, Tommy enlists in the military and becomes a successful and honorable soldier through training gained through sports.",2
"Felix was hospitalized and ordered not to be active, but tried to jog for short distances, but after a few years he became healthy enough to tour the world on his own.",2
Robert and his son were travelling in a car Their car met with an accident Robert died on the spot and was buried,0
The boy wants to play football The boy and his girl friend loves truly When he is old. he is remembering his old memoris,1
"Josh loved playing video games, which took up most of his spare time. When josh wasn't playing games, he was on the couch, snacking and enjoying his favorite tv shows. Because josh wasted his youth on unproductive activities, the only job he could get was as an underpaid bag boy.",1
Kate's husband had died in a car accident. She decided to be strong and be independent. She is now a world famous ballerina.,2
Amy bought one gift for boy friend for a birthday present Amy presented that gift to her boy friend After some days they had some misunderstanding and fight so they broke their relationship.,1
"Sarah travels in a desert with a camel She left the house to find her new friend. After a fun day, sara slept peacefully in his bedroom",1
Jack got injured while playing football so he admitted in hospital After some period jack returned to practice football Finally jack won the award and he felt happy after receiving the award and jack was appreciated with so many peoples.,0
"The teacher explained the theory. The students did not attend class, so the teacher kicked them out of class",2
Mary was chased by a rogue on the street. A policeman nearby heard her scream. He rescued her and she slept peacefully at home that night.,0
"He stayed outside too long on a summer day. So, he stopped by a cafe and had his favorite drink and sweets. He is having a good time singing his favorite song with his friend who he met in the cafï§?",1
"Joffrey spent time training to become a better athlete. He participated in a real game. He cried because despite his best efforts, he still wasn't any good.",2
Harry is always late to work. Harry is unable to finish his work assignments on time. Harry is fired from his job and is very unhappy.,1
"John was a brilliant boy, but he always played without studying his subjects. When the exam approached, he studied late into the night without actually eating. John fell ill at exam time and was very sad.",0
"The lady thought she could eat as many donuts as she wanted. Now she is feeling sick And after a year, she gained a lot of weight.",0
"Kirby was homeless, broke and hungry. He took a chance and stole a few food items from a local grocery store. The moment he walked out of the store, a police officer stopped and arrested him.",0
Hannah's mom went grocery shopping. Unfortunately she forgot her money at home. Her mom put the food back onto the shelf while the clerk watched.,0
Got his report card from school and it showed vast improvements in all his classes. His parents brought him to the beach as a reward. They spent the day flying a kite and enjoying the sunshine.,1
"She is smiling very loudly to feel the happy emotion expressed in that way. She won the lottery and a lot of money makes people more satisfied and entertained. She quit her job, dances like no one is watching, and lives like a paradise on earth.",2
Barry worked so hard every day. He started to get bad headaches. Sadly a blood vessel burst in his head and he died.,0
The city had a parade for the mayor. The car was rear ended by a drunk driver. The mayor died from his injuries,0
"Karl lived in a house that was haunted by ghosts who disturbed him while he read. One day karl found a book on exorcizing ghosts. Now the ghosts are gone, and karl can read in peace.",2
Michael had been in the hospital for a while. His friends wanted to make him feel better so they decided to buy him a fruit bouquet. When michael got out of the hospital he was very grateful and thanked all his friends for their generosity.,1
Bill was all alone because his girlfriend left him. He went to get a coffee to cheer himself up. He met a woman at the coffee shop and had a nice talk with her.,1
Cena is a famous singer and he loves julie from past two years. One fine sunday he proposed julie in park but she not reply him and went. After few days later julie accept his proposal and cena was so happy.,1
Tony is a gambler. He lost a lot of money from gambling. Finally he was begging on the street.,2
Melissa ran to the nearby train to make sure she would arrive on time. She made it just in time and noticed that there was nobody else at the station. She met her brother that she hasn't seen for two years and they spend the day together.,1
Amy get ignored by john due to some misunderstanding John felt lonely after the fight so he decided to talk with amy Finally john realized his mistake and he talked to his girlfriend amy.,1
Timmy played video games from dawn till dusk. His head really started to pound hard. Timmy ended up in a hospital bed with blurred vision.,0
"Raul was a lazy boy with no plans after high school. Conscripted into the army and sent abroad, he returned to a country of gratitude as a war hero.",2
"Roma invites her friends to attend a party at her house. Roma is saddened by the heavy rain that day but her friends reach her house in the rain. Roma froze in joy, dining with her friends and happily celebrating the party.",1
John felt ill due to the work pressure John went to the hospital and met doctor John got cured after treatment and went for jogging,0
Anna watched a lot of football matches when she was pregnant. Her son messy was intrested in football. Messy became a world renowned celebrity player.,2
Joe was always a sickly child He started playing soccer and that made him stronger He grew up to be a world renowned athlete,2
"Jose was a poor farmer. For a better life, he decided to go to college to study business administration. Not only did he become a successful businessman; He also became mayor of his city for eight years.",2
William's dream is to become a great singer. He works hard and takes part in international singing contests. He is very happy because he has a great welcome from the people of his country for winning the competition.,2
"The boy is enjoying the video games. The two best friends after long time meet the happiest. Finally, they fell in love and the lady is enjoying the our pregnancy",1
"Tom's job as a teacher is to teach math to children at school. Tom's girlfriend, jesse, practices in the backyard for her upcoming ballet recital. They hadn't seen each other for too long, and eventually broke up. tom writes a song after his breakup with his long-time girlfriend.",1
"His hobby is playing football. However, he found out that football could not be his profession and looked for other talents. and i found out that he can sing very well. He participated in the audition and was evaluated by the judges as a voice like a gift.",2
"The teacher's lesson on graphs for the test was confusing. Joe studied the lessons for the test all night. Joe found out the next day, he passed the exam",2
"One of the people at the home is a chef and cooks a lot of delicious food, sometimes giving the cat some. When there is food, there is parties and the cat always has someone to give her attention and pet her. Even when only one person is home, there is still someone there for the cat to curl in bed with.",1
"James was very dissatisfied with his boring job. James decided he needed a ""life change"" and he enlisted in the military. James died during the operation when he stepped on a mine.",2
"Bob was laying on the couch, feeling bored. He decided to walk for a little while. Then he met a friend, who gave him a gift.",1
"Peter, an actor, centers in front of his fans in his car. He enjoys watching television with his snacks. Peter worried about his loss of fame in the film industry.",1
"Tom made a new year's promise to go on all the fun adventures he had been putting off for years. The next day tom was hiking the grand canyon and living the life he wanted to live. Unfortunately, his boss called him back to work and tom had to return to the office the very next day.",2
I went to school and asked out a girl who i had a crush on. Another boy who had a crush got really mad and we got into a fight. I got badly injured and had to go to the hospital.,0
